0,obs_id,Introduction,Campus Afflication,Gender,Gender (Other),Race/Ethnicity,Race/Ethnicity (Other),Employment,Zipcode,Modes,BayPass Access,choice,tt_walk,wt_walk,cost_walk,tt_bike,wt_bike,cost_bike,tt_bus,wt_bus,cost_bus,tt_rail,wt_rail,cost_rail,tt_drive,wt_drive,cost_drive,tt_rideshare,wt_rideshare,cost_rideshare,BayPass,Unnamed: 0_x,Percent_Developed_x,Percent_TOD_x,student_dummy,employed_dummy,Unnamed: 0_y,Percent_Developed_y,Percent_TOD_y
246,45,"Yes, I consent",Graduate student,Female,Did Not Response,Asian,Did Not Response,"Yes, employed on campus as a student",94708,"AC Transit,Walk,Shared micromobility (ex: Bay Wheels, Veo, Spin),Drive alone,Rideshare (ex: Uber, Lyft)",Yes,2,25,0,0,10,0,0,10,15,7,40,0,3,25,20,2,20,15,5,0,172,55.48008797,62.48696622,1,1,172,55.48008797,62.48696622
247,45,"Yes, I consent",Graduate student,Female,Did Not Response,Asian,Did Not Response,"Yes, employed on campus as a student",94708,"AC Transit,Walk,Shared micromobility (ex: Bay Wheels, Veo, Spin),Drive alone,Rideshare (ex: Uber, Lyft)",Yes,1,20,0,0,20,0,0,40,10,0,25,0,0,35,0,6,35,0,10,1,172,55.48008797,62.48696622,1,1,172,55.48008797,62.48696622
248,45,"Yes, I consent",Graduate student,Female,Did Not Response,Asian,Did Not Response,"Yes, employed on campus as a student",94708,"AC Transit,Walk,Shared micromobility (ex: Bay Wheels, Veo, Spin),Drive alone,Rideshare (ex: Uber, Lyft)",Yes,1,10,0,0,35,0,0,15,15,1,30,5,4,20,5,9,30,0,7,0,172,55.48008797,62.48696622,1,1,172,55.48008797,62.48696622
249,45,"Yes, I consent",Graduate student,Female,Did Not Response,Asian,Did Not Response,"Yes, employed on campus as a student",94708,"AC Transit,Walk,Shared micromobility (ex: Bay Wheels, Veo, Spin),Drive alone,Rideshare (ex: Uber, Lyft)",Yes,1,10,0,0,40,0,0,45,0,0,10,20,0,10,20,8,5,20,8,1,172,55.48008797,62.48696622,1,1,172,55.48008797,62.48696622
250,45,"Yes, I consent",Graduate student,Female,Did Not Response,Asian,Did Not Response,"Yes, employed on campus as a student",94708,"AC Transit,Walk,Shared micromobility (ex: Bay Wheels, Veo, Spin),Drive alone,Rideshare (ex: Uber, Lyft)",Yes,1,15,0,0,20,0,0,35,10,0,10,5,0,20,15,1,10,0,3,1,172,55.48008797,62.48696622,1,1,172,55.48008797,62.48696622
251,45,"Yes, I consent",Graduate student,Female,Did Not Response,Asian,Did Not Response,"Yes, employed on campus as a student",94708,"AC Transit,Walk,Shared micromobility (ex: Bay Wheels, Veo, Spin),Drive alone,Rideshare (ex: Uber, Lyft)",Yes,1,20,0,0,45,0,0,30,5,3,5,5,6,10,15,4,10,5,6,0,172,55.48008797,62.48696622,1,1,172,55.48008797,62.48696622
252,46,"Yes, I consent",Graduate student,Female,Did Not Response,Asian,Did Not Response,No,94709,"BART,Walk,Carpool",No,1,30,0,0,35,0,0,10,10,8,5,5,4,15,0,6,5,5,3,0,173,99.01229082,99.9999985,1,0,173,99.01229082,99.9999985
253,46,"Yes, I consent",Graduate student,Female,Did Not Response,Asian,Did Not Response,No,94709,"BART,Walk,Carpool",No,1,20,0,0,5,0,0,35,10,0,30,20,0,30,10,7,15,20,5,1,173,99.01229082,99.9999985,1,0,173,99.01229082,99.9999985
254,46,"Yes, I consent",Graduate student,Female,Did Not Response,Asian,Did Not Response,No,94709,"BART,Walk,Carpool",No,4,45,0,0,35,0,0,20,20,7,10,10,3,45,5,7,25,10,4,0,173,99.01229082,99.9999985,1,0,173,99.01229082,99.9999985
255,46,"Yes, I consent",Graduate student,Female,Did Not Response,Asian,Did Not Response,No,94709,"BART,Walk,Carpool",No,3,35,0,0,30,0,0,10,15,0,30,10,0,35,15,4,25,0,4,1,173,99.01229082,99.9999985,1,0,173,99.01229082,99.9999985
256,46,"Yes, I consent",Graduate student,Female,Did Not Response,Asian,Did Not Response,No,94709,"BART,Walk,Carpool",No,1,25,0,0,25,0,0,45,10,5,20,0,9,20,15,8,5,5,9,0,173,99.01229082,99.9999985,1,0,173,99.01229082,99.9999985
257,46,"Yes, I consent",Graduate student,Female,Did Not Response,Asian,Did Not Response,No,94709,"BART,Walk,Carpool",No,1,5,0,0,10,0,0,30,10,0,30,5,0,35,15,8,40,10,7,1,173,99.01229082,99.9999985,1,0,173,99.01229082,99.9999985
258,47,"Yes, I consent",I am not affiliated with UC Berkeley,Female,Did Not Response,Middle Eastern or North African,Did Not Response,"Yes, employed off campus",0,"BART,Walk,Drive alone,Rideshare (ex: Uber, Lyft),Other (type below)",No,1,20,0,0,40,0,0,40,5,0,25,10,0,15,10,10,35,15,2,1,Did Not Response,Did Not Response,Did Not Response,0,1,0,0,0
259,47,"Yes, I consent",I am not affiliated with UC Berkeley,Female,Did Not Response,Middle Eastern or North African,Did Not Response,"Yes, employed off campus",0,"BART,Walk,Drive alone,Rideshare (ex: Uber, Lyft),Other (type below)",No,1,15,0,0,5,0,0,35,5,0,10,20,0,25,10,3,10,5,7,1,Did Not Response,Did Not Response,Did Not Response,0,1,0,0,0
260,47,"Yes, I consent",I am not affiliated with UC Berkeley,Female,Did Not Response,Middle Eastern or North African,Did Not Response,"Yes, employed off campus",0,"BART,Walk,Drive alone,Rideshare (ex: Uber, Lyft),Other (type below)",No,1,25,0,0,35,0,0,30,0,6,10,5,1,35,5,1,10,20,3,0,Did Not Response,Did Not Response,Did Not Response,0,1,0,0,0
261,47,"Yes, I consent",I am not affiliated with UC Berkeley,Female,Did Not Response,Middle Eastern or North African,Did Not Response,"Yes, employed off campus",0,"BART,Walk,Drive alone,Rideshare (ex: Uber, Lyft),Other (type below)",No,3,30,0,0,15,0,0,10,5,0,5,10,0,10,5,10,35,0,9,1,Did Not Response,Did Not Response,Did Not Response,0,1,0,0,0
262,47,"Yes, I consent",I am not affiliated with UC Berkeley,Female,Did Not Response,Middle Eastern or North African,Did Not Response,"Yes, employed off campus",0,"BART,Walk,Drive alone,Rideshare (ex: Uber, Lyft),Other (type below)",No,1,5,0,0,25,0,0,10,0,8,20,10,10,25,5,7,35,15,7,0,Did Not Response,Did Not Response,Did Not Response,0,1,0,0,0
263,47,"Yes, I consent",I am not affiliated with UC Berkeley,Female,Did Not Response,Middle Eastern or North African,Did Not Response,"Yes, employed off campus",0,"BART,Walk,Drive alone,Rideshare (ex: Uber, Lyft),Other (type below)",No,1,30,0,0,40,0,0,10,5,5,5,15,2,35,10,7,25,10,4,0,Did Not Response,Did Not Response,Did Not Response,0,1,0,0,0
264,48,"Yes, I consent",I am not affiliated with UC Berkeley,Male,Did Not Response,Asian,Did Not Response,"Yes, employed off campus",94002,"Walk,Personal bike,Drive alone",No,6,25,0,0,15,0,0,40,0,2,10,15,4,35,5,4,10,10,1,0,0,78.67318361,33.00207106,0,1,0,78.67318361,33.00207106
265,48,"Yes, I consent",I am not affiliated with UC Berkeley,Male,Did Not Response,Asian,Did Not Response,"Yes, employed off campus",94002,"Walk,Personal bike,Drive alone",No,3,15,0,0,30,0,0,10,10,0,30,0,0,15,15,3,10,15,9,1,0,78.67318361,33.00207106,0,1,0,78.67318361,33.00207106
266,48,"Yes, I consent",I am not affiliated with UC Berkeley,Male,Did Not Response,Asian,Did Not Response,"Yes, employed off campus",94002,"Walk,Personal bike,Drive alone",No,1,15,0,0,25,0,0,25,5,0,25,5,0,25,10,6,35,10,2,1,0,78.67318361,33.00207106,0,1,0,78.67318361,33.00207106
267,48,"Yes, I consent",I am not affiliated with UC Berkeley,Male,Did Not Response,Asian,Did Not Response,"Yes, employed off campus",94002,"Walk,Personal bike,Drive alone",No,3,45,0,0,15,0,0,40,5,8,20,15,2,35,0,8,40,5,6,0,0,78.67318361,33.00207106,0,1,0,78.67318361,33.00207106
268,48,"Yes, I consent",I am not affiliated with UC Berkeley,Male,Did Not Response,Asian,Did Not Response,"Yes, employed off campus",94002,"Walk,Personal bike,Drive alone",No,4,45,0,0,25,0,0,40,5,0,30,10,0,40,5,9,5,10,5,1,0,78.67318361,33.00207106,0,1,0,78.67318361,33.00207106
269,48,"Yes, I consent",I am not affiliated with UC Berkeley,Male,Did Not Response,Asian,Did Not Response,"Yes, employed off campus",94002,"Walk,Personal bike,Drive alone",No,1,10,0,0,35,0,0,40,10,4,35,15,5,20,5,6,45,10,2,0,0,78.67318361,33.00207106,0,1,0,78.67318361,33.00207106
270,49,"Yes, I consent",Graduate student,Male,Did Not Response,"White,Asian",Did Not Response,"Yes, employed off campus",94704,"AC Transit,BART,Walk,Personal bike,Carpool",Yes,4,35,0,0,30,0,0,10,5,4,5,20,2,45,0,2,20,15,5,0,168,93.18486751,98.48687783,1,1,168,93.18486751,98.48687783
271,49,"Yes, I consent",Graduate student,Male,Did Not Response,"White,Asian",Did Not Response,"Yes, employed off campus",94704,"AC Transit,BART,Walk,Personal bike,Carpool",Yes,3,25,0,0,45,0,0,5,10,10,15,15,5,30,10,6,25,0,10,0,168,93.18486751,98.48687783,1,1,168,93.18486751,98.48687783
272,49,"Yes, I consent",Graduate student,Male,Did Not Response,"White,Asian",Did Not Response,"Yes, employed off campus",94704,"AC Transit,BART,Walk,Personal bike,Carpool",Yes,1,15,0,0,20,0,0,45,10,0,10,20,0,20,5,2,15,10,3,1,168,93.18486751,98.48687783,1,1,168,93.18486751,98.48687783
273,49,"Yes, I consent",Graduate student,Male,Did Not Response,"White,Asian",Did Not Response,"Yes, employed off campus",94704,"AC Transit,BART,Walk,Personal bike,Carpool",Yes,4,40,0,0,20,0,0,30,20,0,10,10,0,15,20,4,5,15,7,1,168,93.18486751,98.48687783,1,1,168,93.18486751,98.48687783
274,49,"Yes, I consent",Graduate student,Male,Did Not Response,"White,Asian",Did Not Response,"Yes, employed off campus",94704,"AC Transit,BART,Walk,Personal bike,Carpool",Yes,1,30,0,0,30,0,0,20,5,1,45,5,7,30,15,1,15,15,5,0,168,93.18486751,98.48687783,1,1,168,93.18486751,98.48687783
275,49,"Yes, I consent",Graduate student,Male,Did Not Response,"White,Asian",Did Not Response,"Yes, employed off campus",94704,"AC Transit,BART,Walk,Personal bike,Carpool",Yes,2,45,0,0,25,0,0,25,15,0,15,20,0,10,15,9,30,15,6,1,168,93.18486751,98.48687783,1,1,168,93.18486751,98.48687783
276,50,"Yes, I consent",Undergraduate student,Male,Did Not Response,Hispanic or Latinx,Did Not Response,No,94720,"Bear Transit,AC Transit,Walk,Personal bike",No,3,30,0,0,35,0,0,35,0,0,40,10,0,20,0,6,15,0,9,1,175,48.30082785,44.63458575,1,0,175,48.30082785,44.63458575
277,50,"Yes, I consent",Undergraduate student,Male,Did Not Response,Hispanic or Latinx,Did Not Response,No,94720,"Bear Transit,AC Transit,Walk,Personal bike",No,2,30,0,0,25,0,0,45,0,4,45,5,1,15,20,3,35,5,9,0,175,48.30082785,44.63458575,1,0,175,48.30082785,44.63458575
278,50,"Yes, I consent",Undergraduate student,Male,Did Not Response,Hispanic or Latinx,Did Not Response,No,94720,"Bear Transit,AC Transit,Walk,Personal bike",No,1,25,0,0,10,0,0,40,10,1,15,5,6,25,5,1,30,15,4,0,175,48.30082785,44.63458575,1,0,175,48.30082785,44.63458575
279,50,"Yes, I consent",Undergraduate student,Male,Did Not Response,Hispanic or Latinx,Did Not Response,No,94720,"Bear Transit,AC Transit,Walk,Personal bike",No,3,30,0,0,15,0,0,10,10,0,35,10,0,35,10,8,20,10,10,1,175,48.30082785,44.63458575,1,0,175,48.30082785,44.63458575
280,50,"Yes, I consent",Undergraduate student,Male,Did Not Response,Hispanic or Latinx,Did Not Response,No,94720,"Bear Transit,AC Transit,Walk,Personal bike",No,1,5,0,0,30,0,0,10,0,0,10,20,0,10,15,2,25,15,2,1,175,48.30082785,44.63458575,1,0,175,48.30082785,44.63458575
281,50,"Yes, I consent",Undergraduate student,Male,Did Not Response,Hispanic or Latinx,Did Not Response,No,94720,"Bear Transit,AC Transit,Walk,Personal bike",No,3,35,0,0,45,0,0,20,10,7,35,15,2,40,5,2,10,0,5,0,175,48.30082785,44.63458575,1,0,175,48.30082785,44.63458575
282,51,"Yes, I consent",Graduate student,Male,Did Not Response,Hispanic or Latinx,Did Not Response,"Yes, employed off campus",0,"AC Transit,Other (type below)",No,2,20,0,0,5,0,0,40,10,1,45,10,6,30,20,2,5,20,5,0,Did Not Response,Did Not Response,Did Not Response,1,1,0,0,0
283,51,"Yes, I consent",Graduate student,Male,Did Not Response,Hispanic or Latinx,Did Not Response,"Yes, employed off campus",0,"AC Transit,Other (type below)",No,4,20,0,0,35,0,0,20,5,0,5,10,0,20,10,9,25,20,7,1,Did Not Response,Did Not Response,Did Not Response,1,1,0,0,0
284,51,"Yes, I consent",Graduate student,Male,Did Not Response,Hispanic or Latinx,Did Not Response,"Yes, employed off campus",0,"AC Transit,Other (type below)",No,1,10,0,0,5,0,0,10,15,1,30,20,6,35,5,10,20,10,3,0,Did Not Response,Did Not Response,Did Not Response,1,1,0,0,0
285,51,"Yes, I consent",Graduate student,Male,Did Not Response,Hispanic or Latinx,Did Not Response,"Yes, employed off campus",0,"AC Transit,Other (type below)",No,3,15,0,0,25,0,0,15,0,0,15,15,0,35,5,3,20,20,5,1,Did Not Response,Did Not Response,Did Not Response,1,1,0,0,0
286,51,"Yes, I consent",Graduate student,Male,Did Not Response,Hispanic or Latinx,Did Not Response,"Yes, employed off campus",0,"AC Transit,Other (type below)",No,3,15,0,0,45,0,0,5,5,0,30,10,0,35,15,3,25,15,5,1,Did Not Response,Did Not Response,Did Not Response,1,1,0,0,0
287,51,"Yes, I consent",Graduate student,Male,Did Not Response,Hispanic or Latinx,Did Not Response,"Yes, employed off campus",0,"AC Transit,Other (type below)",No,1,10,0,0,40,0,0,30,20,4,40,5,6,40,0,7,15,20,3,0,Did Not Response,Did Not Response,Did Not Response,1,1,0,0,0
288,52,"Yes, I consent",Graduate student,Female,Did Not Response,"White,Asian",Did Not Response,No,94709,"BART,Walk,Drive alone,Rideshare (ex: Uber, Lyft)",Yes,2,35,0,0,25,0,0,25,15,0,35,0,0,30,20,4,25,20,4,1,173,99.01229082,99.9999985,1,0,173,99.01229082,99.9999985
289,52,"Yes, I consent",Graduate student,Female,Did Not Response,"White,Asian",Did Not Response,No,94709,"BART,Walk,Drive alone,Rideshare (ex: Uber, Lyft)",Yes,1,25,0,0,20,0,0,25,20,4,45,5,4,30,10,3,40,5,1,0,173,99.01229082,99.9999985,1,0,173,99.01229082,99.9999985
290,52,"Yes, I consent",Graduate student,Female,Did Not Response,"White,Asian",Did Not Response,No,94709,"BART,Walk,Drive alone,Rideshare (ex: Uber, Lyft)",Yes,2,35,0,0,5,0,0,45,10,0,25,15,0,25,5,2,35,10,7,1,173,99.01229082,99.9999985,1,0,173,99.01229082,99.9999985
291,52,"Yes, I consent",Graduate student,Female,Did Not Response,"White,Asian",Did Not Response,No,94709,"BART,Walk,Drive alone,Rideshare (ex: Uber, Lyft)",Yes,1,35,0,0,35,0,0,45,5,5,10,15,6,45,10,7,5,20,7,0,173,99.01229082,99.9999985,1,0,173,99.01229082,99.9999985
292,52,"Yes, I consent",Graduate student,Female,Did Not Response,"White,Asian",Did Not Response,No,94709,"BART,Walk,Drive alone,Rideshare (ex: Uber, Lyft)",Yes,2,45,0,0,40,0,0,35,15,3,20,0,4,45,0,7,10,15,2,0,173,99.01229082,99.9999985,1,0,173,99.01229082,99.9999985
293,52,"Yes, I consent",Graduate student,Female,Did Not Response,"White,Asian",Did Not Response,No,94709,"BART,Walk,Drive alone,Rideshare (ex: Uber, Lyft)",Yes,1,25,0,0,25,0,0,35,10,0,25,0,0,10,15,8,15,15,9,1,173,99.01229082,99.9999985,1,0,173,99.01229082,99.9999985
294,54,"Yes, I consent",Graduate student,Male,Did Not Response,Black or African American,Did Not Response,No,94611,"AC Transit,Personal bike",Yes,2,30,0,0,30,0,0,25,0,0,35,5,0,10,20,4,5,20,2,1,160,80.40478969,49.20335043,1,0,160,80.40478969,49.20335043
295,54,"Yes, I consent",Graduate student,Male,Did Not Response,Black or African American,Did Not Response,No,94611,"AC Transit,Personal bike",Yes,1,5,0,0,15,0,0,20,0,0,30,20,0,15,10,1,30,0,3,1,160,80.40478969,49.20335043,1,0,160,80.40478969,49.20335043
296,54,"Yes, I consent",Graduate student,Male,Did Not Response,Black or African American,Did Not Response,No,94611,"AC Transit,Personal bike",Yes,2,40,0,0,15,0,0,5,10,4,40,5,4,35,5,2,35,15,1,0,160,80.40478969,49.20335043,1,0,160,80.40478969,49.20335043
297,54,"Yes, I consent",Graduate student,Male,Did Not Response,Black or African American,Did Not Response,No,94611,"AC Transit,Personal bike",Yes,2,45,0,0,10,0,0,25,5,0,35,0,0,40,10,8,5,10,2,1,160,80.40478969,49.20335043,1,0,160,80.40478969,49.20335043
298,54,"Yes, I consent",Graduate student,Male,Did Not Response,Black or African American,Did Not Response,No,94611,"AC Transit,Personal bike",Yes,1,10,0,0,45,0,0,35,15,7,20,5,3,30,5,5,35,15,2,0,160,80.40478969,49.20335043,1,0,160,80.40478969,49.20335043
299,54,"Yes, I consent",Graduate student,Male,Did Not Response,Black or African American,Did Not Response,No,94611,"AC Transit,Personal bike",Yes,1,20,0,0,35,0,0,35,5,7,35,15,1,25,10,6,25,5,3,0,160,80.40478969,49.20335043,1,0,160,80.40478969,49.20335043
300,55,"Yes, I consent",Graduate student,Female,Did Not Response,White,Did Not Response,No,94703,"AC Transit,BART,Walk,Personal bike,Drive alone,Rideshare (ex: Uber, Lyft)",No,4,15,0,0,35,0,0,35,5,0,20,15,0,30,5,4,10,0,3,1,167,100,99.99999964,1,0,167,100,99.99999964
301,55,"Yes, I consent",Graduate student,Female,Did Not Response,White,Did Not Response,No,94703,"AC Transit,BART,Walk,Personal bike,Drive alone,Rideshare (ex: Uber, Lyft)",No,4,30,0,0,25,0,0,5,10,10,5,10,6,25,20,1,45,0,6,0,167,100,99.99999964,1,0,167,100,99.99999964
302,55,"Yes, I consent",Graduate student,Female,Did Not Response,White,Did Not Response,No,94703,"AC Transit,BART,Walk,Personal bike,Drive alone,Rideshare (ex: Uber, Lyft)",No,6,30,0,0,20,0,0,10,20,5,5,5,3,25,5,2,10,5,1,0,167,100,99.99999964,1,0,167,100,99.99999964
303,55,"Yes, I consent",Graduate student,Female,Did Not Response,White,Did Not Response,No,94703,"AC Transit,BART,Walk,Personal bike,Drive alone,Rideshare (ex: Uber, Lyft)",No,2,30,0,0,20,0,0,45,10,0,20,0,0,20,5,5,30,20,2,1,167,100,99.99999964,1,0,167,100,99.99999964
304,55,"Yes, I consent",Graduate student,Female,Did Not Response,White,Did Not Response,No,94703,"AC Transit,BART,Walk,Personal bike,Drive alone,Rideshare (ex: Uber, Lyft)",No,1,30,0,0,25,0,0,20,10,2,30,0,6,15,20,3,15,15,1,0,167,100,99.99999964,1,0,167,100,99.99999964
305,55,"Yes, I consent",Graduate student,Female,Did Not Response,White,Did Not Response,No,94703,"AC Transit,BART,Walk,Personal bike,Drive alone,Rideshare (ex: Uber, Lyft)",No,2,25,0,0,20,0,0,20,10,0,35,15,0,45,5,2,15,20,3,1,167,100,99.99999964,1,0,167,100,99.99999964
306,56,"Yes, I consent",Graduate student,Female,Did Not Response,"White,Asian",Did Not Response,"Yes, employed on campus as a student",94705,"AC Transit,BART,Walk",No,1,15,0,0,20,0,0,45,10,1,20,15,8,20,15,5,45,0,7,0,169,82.05082966,64.85666278,1,1,169,82.05082966,64.85666278
307,56,"Yes, I consent",Graduate student,Female,Did Not Response,"White,Asian",Did Not Response,"Yes, employed on campus as a student",94705,"AC Transit,BART,Walk",No,1,5,0,0,40,0,0,15,5,0,30,5,0,30,20,5,15,15,8,1,169,82.05082966,64.85666278,1,1,169,82.05082966,64.85666278
308,56,"Yes, I consent",Graduate student,Female,Did Not Response,"White,Asian",Did Not Response,"Yes, employed on campus as a student",94705,"AC Transit,BART,Walk",No,1,40,0,0,40,0,0,30,15,0,40,10,0,15,20,1,20,10,4,1,169,82.05082966,64.85666278,1,1,169,82.05082966,64.85666278
309,56,"Yes, I consent",Graduate student,Female,Did Not Response,"White,Asian",Did Not Response,"Yes, employed on campus as a student",94705,"AC Transit,BART,Walk",No,1,30,0,0,25,0,0,30,0,4,35,15,7,35,0,4,30,0,3,0,169,82.05082966,64.85666278,1,1,169,82.05082966,64.85666278
310,56,"Yes, I consent",Graduate student,Female,Did Not Response,"White,Asian",Did Not Response,"Yes, employed on campus as a student",94705,"AC Transit,BART,Walk",No,1,30,0,0,15,0,0,10,10,6,15,15,2,25,0,6,15,10,3,0,169,82.05082966,64.85666278,1,1,169,82.05082966,64.85666278
311,56,"Yes, I consent",Graduate student,Female,Did Not Response,"White,Asian",Did Not Response,"Yes, employed on campus as a student",94705,"AC Transit,BART,Walk",No,1,10,0,0,30,0,0,15,15,0,25,15,0,20,10,4,10,10,3,1,169,82.05082966,64.85666278,1,1,169,82.05082966,64.85666278
312,57,"Yes, I consent",Graduate student,Male,Did Not Response,Native Hawaiian or Pacific Islander,Did Not Response,No,94704,AC Transit,No,2,5,0,0,30,0,0,30,0,0,25,20,0,15,20,2,25,15,6,1,168,93.18486751,98.48687783,1,0,168,93.18486751,98.48687783
313,57,"Yes, I consent",Graduate student,Male,Did Not Response,Native Hawaiian or Pacific Islander,Did Not Response,No,94704,AC Transit,No,5,15,0,0,30,0,0,35,5,1,20,0,6,10,10,9,10,0,3,0,168,93.18486751,98.48687783,1,0,168,93.18486751,98.48687783
314,57,"Yes, I consent",Graduate student,Male,Did Not Response,Native Hawaiian or Pacific Islander,Did Not Response,No,94704,AC Transit,No,5,25,0,0,10,0,0,5,5,0,30,20,0,30,5,3,10,5,10,1,168,93.18486751,98.48687783,1,0,168,93.18486751,98.48687783
315,57,"Yes, I consent",Graduate student,Male,Did Not Response,Native Hawaiian or Pacific Islander,Did Not Response,No,94704,AC Transit,No,5,25,0,0,20,0,0,5,5,4,15,0,3,45,5,7,30,0,8,0,168,93.18486751,98.48687783,1,0,168,93.18486751,98.48687783
316,57,"Yes, I consent",Graduate student,Male,Did Not Response,Native Hawaiian or Pacific Islander,Did Not Response,No,94704,AC Transit,No,3,30,0,0,20,0,0,25,10,10,25,15,4,15,10,2,5,10,3,0,168,93.18486751,98.48687783,1,0,168,93.18486751,98.48687783
317,57,"Yes, I consent",Graduate student,Male,Did Not Response,Native Hawaiian or Pacific Islander,Did Not Response,No,94704,AC Transit,No,3,20,0,0,40,0,0,40,0,0,5,10,0,45,5,6,30,20,3,1,168,93.18486751,98.48687783,1,0,168,93.18486751,98.48687783
318,58,"Yes, I consent",Graduate student,Male,Did Not Response,"White,Asian",Did Not Response,"Yes, employed off campus",94024,"Walk,Personal bike,Drive alone,Carpool",No,1,5,0,0,10,0,0,10,5,0,35,15,0,25,0,10,15,0,6,1,6,86.47477484,54.08034902,1,1,6,86.47477484,54.08034902
319,58,"Yes, I consent",Graduate student,Male,Did Not Response,"White,Asian",Did Not Response,"Yes, employed off campus",94024,"Walk,Personal bike,Drive alone,Carpool",No,1,10,0,0,10,0,0,25,15,0,5,20,0,5,20,7,5,10,9,1,6,86.47477484,54.08034902,1,1,6,86.47477484,54.08034902
320,58,"Yes, I consent",Graduate student,Male,Did Not Response,"White,Asian",Did Not Response,"Yes, employed off campus",94024,"Walk,Personal bike,Drive alone,Carpool",No,1,10,0,0,10,0,0,5,5,9,35,15,4,15,5,4,10,15,9,0,6,86.47477484,54.08034902,1,1,6,86.47477484,54.08034902
